komentar,komentar_bersih,label_final,alasan_label
"Tolong dengerin PSSI inih bukan soal budaya, komunikasi lagii, Kalo boleh jujur menurut analisa saya timnas senior selama round 3,4 inih, Timnas senior yg sekarang inih sangat layak masuk otomatis ke piala Dunia,, saya sangat yakin, tapi sangat disayang kan dan fatal menurut saya saat pihak PSSI mendadak memecat coach shin di tengah jalan ini yg buat timnas kembali menurun berubah keadaan, dikarenakan Gonta ganti pelatih, padahal komposisi pemain itu sangat layak masuk ke piala dunia tapi ia itu tadih salah yg megang yakni seorang pelatih🥺dan jujur Dari segi Fisik stamina timnas senior yg di pegang PK nampak lemah, fisik stamina mereka sehingga berpengaruh pada sistem tak tik serangan di depan kiper pun tidak ada kombinasi yg membahayakan ke daerah kiper lawan shot on target minim dan saat ngepres lawan pun kayak kurang berani energi mereka, jujur Beda saat timnas Senior dipegang oleh coach shin tay yong, lihat saja di laga tandang ataupun kandang fisik stamina pemain timnas senior sangat kuat 90 menit dan jantung pertahanan pun kuat dan ngepres lawan itu berani...daya juang saat dipegang coach shin sangat tinggi, apalagi kombinasinya Jay, ridho dan Hubner yg sdh kuat cemestri mereka di lapangan kombinasi pemain muda dan senior, mereka juga masih muda,, sehingga ini bagus buat kedepannya Untuk timnas senior,, cumn sayang nya saat dipegang STY blum hadir nya ujung tombak yg haus goal, seperti ole romeny,, seandainya timnas senior masih di pegang sama Sty smpai akhir round ini,,pakem perkembangan tak tik, stamina yg sdh di bentuk Sty akan berjalan saat lawan Arab Saudi dan Irak di round 4 inih, tapi sayang Pihak PSSI memecat nya di tengah jalan padahal timnas senior masuk round 3 🇲🇨 kalo analisa saya mohon PSSI tanggung jawab dan tolong lihat antusias masyarakat sangat menantikan kembali nya sosok Coach shin tay yong di timnas senior dan U 23..saya yakin pengganti Thom haye seperti ivar Jenner yg masih muda, Justin hubner, jey idzes, Joy, Kevin diks, Emil, ridho, verdonk, Sandy, ole romeny,,mereka inih saya yakin 2030 siap memberikan kejutan meloloskan timnas senior ke piala Dunia,, cuman syarat nya kembali kan STY, karna dia awal pembentukan proses timnas senior dan u 23, tak tik gemblengan ala Asia asal Korsel inih sangat kental dan kuat dan hal itu bukan tidak mungkin timnas akan seperti kuat seperti korsel yg ditangani coach shin Tay yong...dan hal itu terbukti.!! Mari kita terus kawal Kapten kita Jay idzes dkk.. sampai lolos piala Dunia tahun depan..dan kita netizen ayoo Bersuara berdasarkan fakta bahwa Coach shin adalah pelatih kelas Dunia, pelatih yg tulus hatinya, ikhlas dan bisa mengayomi pemain timnas Senior dan U 23 akan kasih sayang nya terhadap pemain.🇲🇨🔥✊🏼 Sedihh sebenarnya melihat perjuangan jay idzes dkk melihat raut wajah mereka dalam berjuang.. Terimakasih... kapitano Jay idzes kapten Timnas Indonesia senior The best kami disini terus dukung kalian kami netizen sudah cerdas dan bisa membedakan mana pelatih yg berkualitas yg ikhlas mana yg enggak✊🏼👏🏼👏🏼👏🏼 Kapten jay idzes..kau sosok kapten yg kami nantikan truss dsini kami dukung ssmpai bendera timnas Indonesia terpampang di Piala Dunia, kami tunggu perjuangan kalian lagiii👏🏼👏🏼🇲🇨🔥",tolong dengerin pssi inih budaya komunikasi lagi kalo jujur analisa timnas senior round inih timnas senior inih layak masuk otomatis piala dunia sayang fatal pssi dadak pecat coach shin jalan timnas turun ubah gonta ganti pelatih komposisi pemain layak masuk piala dunia tadih salah megang pelatihdan jujur segi fisik stamina timnas senior pegang pk nampak lemah fisik stamina pengaruh sistem tik serang kiper kombinasi bahaya daerah kiper lawan shot on target minim ngepres lawan berani energi jujur beda timnas senior pegang coach shin tay yong lihat laga tandang kandang fisik stamina pemain timnas senior kuat menit jantung tahan kuat ngepres lawan beranidaya juang pegang coach shin kombinasi jay ridho hubner sdh kuat cemestri lapang kombinasi pemain muda senior muda bagus depan timnas senior cumn sayang pegang sty blum hadir ujung tombak haus goal ole romeny anda timnas senior pegang sty smpai round inipakem kembang tik stamina sdh bentuk sty jalan lawan arab saudi irak round inih sayang pssi pecat jalan timnas senior masuk round kalo analisa mohon pssi tanggung tolong lihat antusias masyarakat sosok coach shin tay yong timnas senior ganti thom haye ivar jenner muda justin hubner jey idzes joy kevin diks emil ridho verdonk sandy ole romenymereka inih kejut lolos timnas senior piala dunia cuman syarat sty bentuk proses timnas senior tik gembleng ala asia korsel inih kental kuat timnas kuat korsel tangan coach shin tay yongdan bukti mari kawal kapten jay idzes dkk lolos piala dunia depandan netizen ayoo suara dasar fakta coach shin pelatih kelas dunia pelatih tulus hati ikhlas ayom pemain timnas senior kasih sayang pemain sedihh juang jay idzes dkk raut wajah juang terimakasih kapitano jay idzes kapten timnas indonesia senior the best dukung netizen cerdas beda pelatih kualitas ikhlas kapten jay idzeskau sosok kapten nanti truss dsini dukung ssmpai bendera timnas indonesia pampang piala dunia tunggu juang lagiii,negatif,Mengkritik PSSI karena dianggap fatal mengganti pelatih saat Timnas layak lolos.
sty tetap yang terbaik,sty baik,positif,Memuji STY sebagai yang terbaik.
diaspora gak sih 🤣,diaspora,netral,Pertanyaan/joke singkat tentang diaspora tanpa sentimen jelas.
"Dibayar berapa kamu min sama PSSI?. Knp bahas seakan akan kita harus ikhlas menerima takdir ini?. Asal kalian tw ini bukan takdir, tp memang ada pengkhianat bangsa yg mengkhianati bangsanya sendiri. Kalian masih ingat pas timnas U-23 juga gagal lolos olimpiade kemarin padahal tinggal selangkah lg? Padahal itu juga pelatihnya STY, apa jawaban Erick Thohir ketika ditanya wartawan mengenai kegagalan STY membawa timnas U-23 ke olimpiade, dia berkata bahwasanya dia puas dengan kinerja STY walaupun STY gagal membawa timnas ke olimpiade. Tp knp tiba2 hanya 1 kesalahan ketika melawan China (padahal kita masih mempunyai peluang lolos langsung ke piala dunia walaupun kalah dr China) STY dipecat. Dan pemecatan STY dilakukan ketika kita sudah beranjak naik Lg performa setelah menang lawan arab Saudi. mereka para m*fia yg tidak suka melihat Indonesia melaju ke putaran final piala dunia, melakukan segala hal agar timnas tidak lolos yaitu dengan membayar si pengkhianat bangsa itu agar dia mengkhianati bangsa nya sendiri. Karna memang Timnas kita ini punya potensi untuk lolos langsung ke piala dunia sejak diputaran ketiga. Bahkan seorang Hajime moriyasu pelatihnya jepang aja mengakui bahwasanya timnas dibawah asuhan STY sangat mempunyai peluang untuk lolos langsung mendampingi mereka timnas jepang. Tp yaaa itulahh dinegara ini, ketika ada suatu bidang yg mengarah untuk maju (dalam hal ini sepakbola), ada aja penghianat bangsa yg mengkhianati bangsa ini demi kepentingan perut pribadi. Tragiss memang🥀🥀🥀",bayar pssi bahas akan ikhlas terima takdir tw takdir khianat bangsa khianat bangsa timnas gagal lolos olimpiade kemarin tinggal selang lg latih sty erick thohir wartawan gagal sty bawa timnas olimpiade puas kerja sty sty gagal bawa timnas olimpiade salah lawan china peluang lolos langsung piala dunia kalah china sty pecat pecat sty anjak lg performa menang lawan arab saudi mfia suka indonesia laju putar final piala dunia timnas lolos bayar si khianat bangsa khianat bangsa timnas potensi lolos langsung piala dunia putar tiga hajime moriyasu latih jepang aku timnas bawah asuh sty peluang lolos langsung damping timnas jepang yaaa itulahh negara bidang arah maju sepakbola penghianat bangsa khianat bangsa penting perut pribadi tragiss,negatif,"Kritik keras soal PSSI, pengkhianatan, pemecatan STY, dan dugaan mafia."
Gimana menurut towel setelah sty di ganti?,gimana towel sty ganti,netral,Hanya berupa pertanyaan kepada Towel.
​ @thoriqilhamnugraha targetnya apaan kl gt? # serius nanya,target gt serius nanya,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
"Benar, salah satunya ""Alam"". The real HUMAN",salah satu alam the real human,positif,Persetujuan/apresiasi terhadap pihak yang dianggap benar.
Guaa bang tolong daftarin gua jadi Exco PSSI,guaa bang tolong daftarin exco pssi,netral,Komentar bercanda/ingin daftar Exco tanpa opini sentimen yang jelas.
Tegakan kepala mu Garuda Sampai di titik ini aja kalian sudah sangat luar biasa,tega kepala mu garuda titik,positif,Dukungan agar Garuda tetap tegak kepala.
Setuju 😂😂😂,tuju,netral,Persetujuan singkat tanpa konteks jelas.
Siapa mafia sepak bola nya?😢😢😢,mafia sepak bola,netral,Pertanyaan tentang siapa mafia sepak bola.
Dan arab membuang rasa malunya memanggil pelatih sebelum mancini demi kemajuan sepakbola nya,arab buang malu panggil pelatih mancini maju sepakbola,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
komenan otherside beginian jg perlu jd bahan renungan bwt kita2 fans timnas,komenan otherside jg bahan renung bwt fans timnas,netral,Menyatakan komentar sebagai bahan renungan tanpa sentimen jelas.
@kenspotchannel The haye way bang,the haye way bang,netral,Memberi informasi nama podcast.
COCOK KAWAN SETUJU ☝🏼,cocok kawan tuju,positif,Setuju dengan komentar sebelumnya.
"Suarakan bang sampai k telinga s toher,dan s kumprit,,harus mundur,,,",suara bang telinga toherdan kumpritharus mundur,negatif,Menuntut pihak terkait mundur.
"Trimakasih. ,udah berjuang,,,,,,",trimakasih udah juang,positif,Ucapan terima kasih atas perjuangan.
Total TUSBOLL boleh,total tusboll,netral,Komentar slang/bercanda yang tidak menunjukkan sentimen jelas terhadap Timnas.
"Tidak usah sedih lagi bg haye kalian para pemain timnas Indonesia,kami para superter selalu mendukung perjuangan kalian semua nya,kami sangat bangga dan selalu mendukung.",sedih bg haye pemain timnas indonesiakami superter dukung juang nyakami bangga dukung,positif,Dukungan kepada pemain dan kebanggaan terhadap Timnas.
"​ @RufCassano walau timnas kita mainnya dianggap bagus pasti jepang mainnya lebih bagus lagi,gitu maksudnya",timnas main anggap bagus jepang main bagus lagigitu maksud,netral,Menjelaskan maksud bahwa Jepang lebih bagus.
Tetap semangat biarpun ga lolos..tetap bangga sebagai bangsa Indonesia,semangat biarpun lolostetap bangga bangsa indonesia,positif,Tetap memberi semangat dan bangga sebagai bangsa Indonesia.
Let's go juara piala Asia masuk piala dunia di 2030 di arab saudi,lets go juara piala asia masuk piala dunia arab saudi,positif,Harapan agar Timnas juara Asia dan masuk Piala Dunia 2030.
"Entah kenapa proses dan perjuangan yang begitu lama dan panjang dihancurkan begitu saja oleh pssi itu sendiri, tapi orang2 yg mengikuti erick tohir dari jaman dia jadi presiden inter milan sudah tidak heran betapa busuknya akalnya, dia juga di inter memecat roberto mancini lalu menggantikan sama pelatih belanda frank debor, emang dasarnya si erick pro sama belanda.",proses juang hancur pssi orang ikut erick tohir jaman presiden inter mil heran betapa busuk akal inter pecat roberto mancini ganti pelatih belanda frank debor emang dasar si erick pro belanda,negatif,Kritik keras terhadap PSSI/Erick Thohir terkait proses yang dihancurkan.
fomo,fomo,netral,Komentar singkat tanpa konteks sentimen jelas.
"Tv cuan, merka cuan, krn rakyat indo suka nonton yg ribut2",tv cuan merka cuan rakyat indo suka nonton ribut,negatif,Kritik terhadap TV/media yang mencari keuntungan dari konflik.
Ketika kalah emang semua yg dilakuin jadi salah coba kemaren menang podcast Neil gak akan dibahas.wkwkw,kalah emang dilakuin salah coba kemaren menang podcast neil dibahaswkwkw,netral,Observasi umum bahwa kekalahan membuat semua hal disalahkan.
Kontrak pep Guardiola saja.. 😅😅😅😅😅,kontrak pep guardiola,netral,Candaan/usulan pelatih tanpa sentimen jelas.
Bener bro 😂😂😂,bener,netral,Persetujuan singkat tanpa konteks jelas.
Muaaakkk sudah denger bola lndonesia takadagunanyadi ahaslagi nasi sudahbassi.memuakkan,muaaakkk denger bola lndonesia takadagunanyadi ahaslagi nasi sudahbassimemuakkan,negatif,Mengungkapkan muak terhadap sepak bola Indonesia.
"Kalian sudah berjuang,, Terimakasih pahlawan..",juang terimakasih pahlawan,positif,Mengapresiasi perjuangan pemain sebagai pahlawan.
Ini statistik pelatih dri round 3 atau dri keseluruhan?,statistik pelatih dri round dri,netral,Berisi pertanyaan tentang statistik pelatih.
"Nggak ada federasi lepas dari politik, di mana mana sepakbola dan politik itu berkaitan erat jadi jangan pernah bermimpi bisa melepaskan salah satu ya!",federasi lepas politik sepakbola politik kait erat mimpi lepas salah ya,netral,Pernyataan umum bahwa federasi dan politik berkaitan.
"Sedih bung indonesia gagal ke pildun. Menurut saya orang awam biasa menilai bahwa Pelatih PK sudah cukup bagus menjadi pelatih walaupun gagal. Kedua ttg pemain kita. Para pemain kita juga sudah bagus baik skiils, kemistri, teknik bermain tdk kalah dengan pemain-pemain negara-negara lainya. Hanya pemain kita kurang gesit, individual improvisasi utk pemain pemain pemain tengahnya ( gelandang tengah, kiri dan kanan ) kurang sekali. sehinggga suplay utk ke pemain depan tidak maksimal alias belum ada. Pemain tengah harus skill yang larinya meliuk-liuk.",sedih indonesia gagal pildun orang awam nilai pelatih pk bagus pelatih gagal ttg pemain pemain bagus skiils mistri teknik main kalah pemainpemain negaranegara lai pemain gesit individual improvisasi pemain pemain pemain tengah gelandang kiri kanan sehinggga suplay pemain maksimal alias pemain skill lari meliukliuk,negatif,Berisi kesedihan atas kegagalan dan kritik terhadap kekurangan pemain/tim.
"@ranggaa741 menurut anda alasan STY diganti ditengah jalan untuk apa?, bukannya untuk memperbesar peluang lolos paiala dunia? Padahal saat dipecat saat itu STY baru kalahkan Arab dan ada di urutan 3 R3. Bahkan setelah diganti pelatih baru selesai di R3 turun di urutan 4( penurunan). Lalu sekarang ada yg bilang pssi tdk targetkan untuk lolos piala dunia setelah pelatih baru gagal untuk menutupi rasa malu. Kalau tdk ada target lolos kenapa STY diganti ditengah jalan? Kalau begitu ya seandainya sama sama gagal lolos masih mending gagal lolos piala dunia bersama STY dari pada Pelatih baru yg jelas jelas dari statistik hasil laga aja telah bobol 15 goal kreativitas juga cuma 5 goal itupun 3 dari penalti. Terus buang buang uang kontrak pelatih baru. Itupun masih diberi catatan jika saat itu STY diberi kesempatan lanjut tentu bisa aja kita juga lolos paiala dunia, entah urutan 2 atau lewat R4. Tapi Seandainya tidak lolos pun tentu kita tetap lebih senang tidak lolos bersama STY karena progres dan prestasi yg ia telah buktikan mengangkat timnas masuk level tingkat Asia, Timnas U23 pun masuk empat besar level Asia.",alas sty ganti tengah jalan besar peluang lolos paiala dunia pecat sty kalah arab urut ganti pelatih selesai turun urut turun bilang pssi target lolos piala dunia pelatih gagal tutup malu target lolos sty ganti tengah jalan ya anda gagal lolos mending gagal lolos piala dunia sty pelatih statistik hasil laga bobol goal kreativitas goal itu penalti buang buang uang kontrak pelatih itu catat sty sempat lolos paiala dunia urut anda lolos senang lolos sty progres prestasi bukti angkat timnas masuk level tingkat asia timnas masuk level asia,negatif,"Mengkritik pergantian STY, pelatih baru, dan PSSI."
Tomi weli bandar judi,tom weli bandar judi,negatif,Tuduhan negatif sebagai bandar judi.
Setuju 😂😂😂 padahal saya kan petani,tuju tani,netral,Persetujuan singkat tanpa konteks jelas.
Kasihan sama pemain kita,kasihan pemain,negatif,Ekspresi kasihan/sedih terhadap pemain.
​ @Ubique72 segituny,segituny,netral,Tanggapan singkat yang tidak memuat opini jelas.
min bahas juga seandainya petrik di pecat siapa pengganti yang cocok,bahas anda trik pecat ganti cocok,netral,Pertanyaan tentang pengganti Patrick.
True..,true,netral,Persetujuan singkat tanpa konteks sentimen jelas.
"​ @kenlintang ingat ingat matamu, ganti pelatih seenak jidat noh yg perlu diingat",mata ganti pelatih enak jidat noh,negatif,Kritik terhadap pergantian pelatih.
Belum ada sejarah tim nas kkita sebagus ini selamat timnas kalah ggp tp kalian sdh sangat bagus kita masih butuh tambabahan pemain gelandang.,sejarah tim nas kkita bagus selamat timnas kalah ggp sdh bagus butuh tambabahan pemain gelandang,positif,Menilai Timnas sudah sangat bagus meski kalah.
Absolutely,absolutely,netral,Komentar sangat singkat tanpa konteks sentimen jelas.
harusnya pastoor pelatih kepalanya min,pastoor pelatih kepala,netral,Usulan Pastoor jadi pelatih kepala.
Terlalu kaku,kaku,negatif,Kritik singkat bahwa permainan terlalu kaku.
pengangguran di tawarin jd pelatih gaji gede pasti mau lah urusan target tercapai atau tidak yaa urusan ntar 🤣 tohir aja suruh jd pelatih 🤣,anggur tawarin pelatih gaji gede urus target capai yaa urus ntar tohir suruh pelatih,negatif,Sindiran terhadap pelatih yang menerima gaji besar.
Betul sya juga setuju,sya tuju,positif,Menyatakan persetujuan.
"Iya Ganti Aja Misalnya Dengan, Alex Pastoor, Peter Bosz, Mark Van Bommel, Ruud Van Nistelrooy, Giovanni Van Bronckhorst, Frank Rijkaard, Guus Hiddink, Atau Mungkin Erik Ten Haag 😂",iya ganti alex pastoor peter bosz mark van bommel ruud van nistelrooy giovanni van bronckhorst frank rijkaard guus hiddink erik ten haag,netral,Berisi daftar usulan pelatih tanpa sentimen jelas.
Semoga sepakbola Indonesia terus semakin kuat dan besar,moga sepakbola indonesia kuat,positif,Harapan agar sepak bola Indonesia semakin kuat.
Harus sabar 4 tahun lagi dari 0,sabar,netral,Pernyataan penerimaan harus sabar menunggu.
"Marcelino itu daya tariknya bedah,jadi dialah pemain kunci untuk tim Garuda era sekarang",marcelino daya tarik bedahjadi pemain kunci tim garuda era,positif,Penilaian positif terhadap Marselino sebagai pemain kunci.
Lebis puas gagal sama STY😢😢,lebis puas gagal sty,negatif,Sedih dan lebih puas jika gagal bersama STY.
Ini statistik orang waras bang beda sama orang ga waras 😂,statistik orang waras bang beda orang waras,netral,"Komentar terhadap statistik, tidak menunjukkan sentimen jelas terhadap Timnas."
"Pagi bung,,,,, Semua harus d evaluasi, pedrasi/ tim kepelatihan, yg palang penting yg hrs d evaluasi besar2an Pandit Indonesia,,,,,, contoh nya, pelatih sty pake pemain disapor yg dominan d ketik habis2an, katanya percuma menang juga permainan diaspora semua, ganti pelatih baru d padukan Dispora sama lokal gagal, semua Pandit yg g konsisten keritiknya sekarang seolah2 lupa apa yg dia keluarkan,,,, tapi bung g seperti itu, sy percaya suara sy akan d wakili SM bung binder,,,,❤❤❤❤❤ bung binder....",pagi evaluasi pedrasi tim latih palang hrs evaluasi an pandit indonesia contoh pelatih sty pake pemain disapor dominan ketik habis an menang main diaspora ganti pelatih padu spora lokal gagal pandit konsisten keritik lupa keluar sy percaya suara sy wakil binder binder,negatif,Kritik terhadap federasi/tim kepelatihan dan pandit yang tidak konsisten.
Selamat buat towel dan lo,selamat towel,negatif,Sarkasme terhadap pihak yang dianggap bertanggung jawab.
Iya emang bro.maunya instan..GK mau proses.... padahal Kluivert..GK ada prestasinya sama sekali..jdi pelatih...,iya emang bromaunya instangk proses kluivertgk prestasi sekalijdi pelatih,negatif,Kritik terhadap Kluivert dan proses yang dianggap instan.
❤❤❤ i lov full indonesia,lov full indonesia,positif,Ungkapan cinta kepada Indonesia.
"Ngapain harus ada yang mundur bang? Kya kita langganan masuk pildun aja 😂 Kalau kita udh langganan masuk pildun, terus sekarang ga lolos bolehlah pada mundur.",ngapain mundur bang kya langgan masuk pildun udh langgan masuk pildun lolos mundur,netral,Pendapat bahwa tidak perlu mundur karena Indonesia bukan langganan Piala Dunia.
7:32 bahan bakar neraka...😅,bahan bakar neraka,netral,Hanya kutipan/bercandaan tanpa opini jelas terhadap Timnas.
"Jangan sedih palawan bangsa kalian putra terbaik negri ini karnakalianlah timnas merasakan ajang seperti ini , masih ada piala asia ayo semangat ,",sedih palawan bangsa putra baik negri karnakalianlah timnas rasa ajang piala asia ayo semangat,positif,Dukungan kepada pemain dan ajakan semangat untuk Piala Asia.
"prestasi STY yang dibtinggalkan masih 1 yang belum bergulir,yaitu piala asia senior",prestasi sty dibtinggalkan berguliryaitu piala asia senior,positif,Apresiasi terhadap prestasi peninggalan STY.
"Intinya kedua ny no piala no juara,, jdi sama aja",inti ny no piala no juara,negatif,"Menyatakan kedua pelatih tidak juara, bernada kecewa."
​ @AdrianoviFarouk yg nyaranin sty di ganti.,nyaranin sty ganti,netral,Informasi singkat tentang pihak yang menyarankan STY diganti.
Bnar min,bnar,netral,Komentar persetujuan singkat tanpa sentimen jelas.
